4038|Zettai Karen Children|They're cute, adorable and three of the most powerful Espers the world has ever seen: Kaoru, the brash psychokinetic who can move objects with her mind; Shiho, the sarcastic and dark natured psychometric able to pick thoughts from people's minds and read the pasts of inanimate objects like a book; and Aoi, the most collected and rational of the three, who has the ability to teleport herself and the others at will. So what to do with these potential psychic monsters in the making? Enter B.A.B.E.L., the Base of Backing ESP Laboratory, where hopefully "The Children" and others like them can become part of the answer to an increasing wave of psychic evolution. It's a win-win solution... Unless you're Koichi Minamoto, the overworked young man stuck with the unenviable task of field commanding a team of three pre-teen girls!
4039|Golgo 13|Golgo 13 has been called a Japanese counterpart to James Bond, except with a darker character, a much more hardcore attitude towards sex, and a complete lack of morality. Golgo 13 is described as a mystery man of undetermined origin, possibility being at least part Japanese, who takes any assignment for any employer (it has been said he has worked for the CIA and the KGB) as long as the right price is given and will always fulfill his contracts, even if he has two or more opposing contracts at the same time. He is an uncanny sharpshooter, with near 100% accuracy and capable of lethal trick shooting, and regularly uses a customized, scoped M-16 rifle in his assassinations. He also is a heavy smoker of cigars.
4053|Prince of Tennis: The National Tournament Finals|Seigaku continues through the Nation tournament. Now they are up against the strongest team in the tournament, Rikkaidai.
381|Fushigi Yuugi OVA 2|Miaka and Taka (Tamahome's reborn out-of-the-book self) return to the Universe of the Four Gods to try and restore Tamahome's memories to Taka. This is not as easy as it sounds, however, when the evil Tenkou shows up to rain on their parade. He manages to thwart most of their attempts at getting Taka's memories back, and uses his newfound power to summon the Gods outside the book.
3841|Chi's Sweet Home|A grey and white kitten with black stripes wanders away from her mother and siblings one day while enjoying a walk outside. Lost in her surroundings, the kitten struggles to find her family and instead is found by a young boy, Youhei, and his mother. They take the kitten home, but pets are not allowed in their housing complex, so they try to find a new home for the kitten. This proves to be difficult, and the family eventually decides to keep the kitten, naming her "Chi."
3848|One Piece: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura|The movie is a retelling of the Drum Island arc with new music and animation. Vivi has been removed from the plot while both Nico Robin and Franky, who joined the crew after the Drum Island arc, have been added. The movie also has the Straw Hat's new ship, the Thousand Sunny. It has been stated that Oda will be creating a new character for this movie, Wapol's older brother, Mushul, who also appears to be a Devil Fruit user.
3859|Himitsu: The Revelation|A newly developed method allows to display the memories of dead people. It is used to solve difficult murder cases. But at what cost? What of the dead's privacy as strangers poke about in their most private memories? What about the effects the imageries may have on the persons whose jobs require going through psychotic murderers' minds and experience whatever emotions and feelings these murderers felt as they skin and disembowel their victims?
4080|Kyou kara Maou! 3rd Series|At the end of season 2. Yuuri defeats Shinou, but since Shinou had been defeated, Yuuri and Murata could no longer go to the Shin Makoku. However, because Yuuri had fought and defeated him, his powers had surpassed that of Shinou's, resulting in him being able to rely on his own power to return to Shin Makoku.
4081|Natsume Yuujinchou|While most fifteen-year-old boys, in one way or another, harbor secrets that are related to girls, Takashi Natsume has a peculiar and terrifying secret involving youkai: for as long as he can remember, he has been constantly chased by these spirits. Natsume soon discovers that his deceased grandmother Reiko had passed on to him the Yuujinchou, or "Book of Friends," which contains the names of the spirits whom she brought under her control. Now in Natsume's possession, the book gives Reiko's grandson this power as well, which is why these enraged beings now haunt him in hopes of somehow attaining their freedom.
4087|Michiko to Hatchin|Michiko is a stunning escaped convict with lethal looks and a deadly disrespect for the lawmen trying to hunt her down. Hatchin is a hapless orphan pushed to the breaking point by the sadistic spawn of her fiendish foster parents. On their own, these ladies are nothing more than a Yin searching for its Yang, but when fate¿¿¿in the form of a mysterious man from their past¿¿¿brings them together, the world better watch out! With the future dead ahead and the police hot on their heels, Michiko and Hatchin burn rubber through exotic locales where danger lurks around every corner. It's two against the world in this sun-soaked, Latin-tinged tale of partners in crime who won't stop running till they chase down a dream.
4106|Trigun: Badlands Rumble|20 years after meddling into the bank heist of a notorious robber named Gasback, Vash the Stampede is heading towards Macca City. Rumors say that the legendary thief might appear there causing an enormous influx of bounty hunters in the area who want to collect the $$300,000,000 prize for his head.
4107|Tengen Toppa Gurren Lagann Movie: Gurren-hen|Animation studio Gainax presented a website for the release of a movie adaptation of the Tengen Toppa Gurren Lagann TV series in the fall of 2008. Both the original director and series script editor will return to work on the new project. Gainax will also be hosting four events to celebrate this occasion at this year's Tokyo International Anime Fair, featuring voice actors from the anime.
3901|Baccano! Specials|Three DVD-only episodes made from the light novels, which flesh out characters and plot events from the original series and establish closure to the story as Carol and the Vice President return to New York.
3907|Ginga Sengoku Gunyuuden Rai|Rai is a space opera that fuses feudal Chinese and Japanese customs with vast galaxy spanning empires and space-going societies. The story follows the life and times of the samurai Rai, and the quest of several spacefaring factions for control of territory and, of course, the Empire.
392|Yuu¿¿¿Yuu¿¿¿Hakusho|Urameshi Yusuke, 14 years of age, is about as troublesome and violent as teenagers come. He is constantly ditching school, causing trouble, and getting into numerous fights everyday. One day however, he does the unexpected, sacrificing himself to save a young child. Such an action, was never ever expected, especially coming from someone as troublesome as Urameshi Yusuke. The afterlife is not prepared for Yusuke, as they never thought he would make such a sacrifice. Nowhere to go, and dead, Yusuke becomes a ghost and must earn his way back into existence.
3702|Detroit Metal City|Souichi Negishi is a timid young man who aspires to use his musical talents for a career as a pop star in the entertainment industry. But aspirations don't pay the rent, so in order to get by, he has joined the death metal band known as
371|Cardcaptor Sakura Movie 1|It's winter vacation and Sakura wins a trip to Hong Kong. Kero, skeptic of her luck in lotteries, questions whether she was merely lucky or was she summoned to Hong Kong upon inevitability. As Sakura strolls through Hong Kong's Bird Street, she senses an evil force calling to her. On chasing two strange birds, she is lead to a phantom world where she learns she was actually made to come to Hong Kong by a woman, Madoushi, who apparently wants revenge on Clow Reed. With Syaoran's mother, Yelan's help and the guidance from Clow Reed's voice, she must fight Madoushi and rescue her friends and loved ones, who have been captured.
3712|Zero no Tsukaima: Princesses no Rondo|Following Saito's heroic actions in the War with Albion in season two, Saito and Louise return to Tristain, only to have the runes which bind Saito and Louise disappear. Saito and Louise struggle with a relationship no longer defined as Master and Familiar, as they search for an Elf who has the power to restore the dead to life, and may hold the key to understanding Saito's loss of the Gandalfr's power.
3713|Jigoku Shoujo Mitsuganae|After the events of the second season, Ai's three helpers, Ichimoku Ren, Wanyuudou, and Hone-Onna live out their lives in relative peace. This is suddenly shattered when Kikuri returns to recruit them. Meanwhile, Ai mysteriously reappears from the dead and uses the body of a young schoolgirl, Yuzuki Mikage, to continue the Jigoku Tsuushin operation. Yuzuki is aware of Ai's presence, however, when she can see what Ai sees.
3974|Tetsuwan Birdy Decode|Federation investigator Birdy chases the space criminal Geega through space to Earth, where he hides in the entertainment industry under a human disguise. Birdy goes undercover herself, posing as famous model ¿¿¿Arita Shion¿¿ that often uses a ¿¿¿space girl¿¿ look. A male student, Senkawa, stumbles upon a fight between the two one night in an abandoned building only to be severed in half as he is used as a shield by Geega against Birdy. Birdy heals him from imminent death in some fashion- but Senkawas body, and life, are now changed and permanently linked to Birdy.
398|Seikai no Senki III|Jinto and Lafiel were riding on a light-armed transport ship "Bokbrusue" and navigating at the planar space of the Hyde System. This was for Jinto to govern the Hyde System, which returned to Empirial rule after the Union retreated, officially as an Earl. However, the government of Martin, Jinto`s motherland, resisted obstinately against the Empirial rule. On the other side, "Daiichi Jyuurin Sentai" (the First Devastation Fleet), formed with the new ship type "Attack Vessel", travelled to the Hyde System for drilling practices, but...
399|Seikai no Senki Special|A compilation of the Seikai no Senki Tokubetsuhens series with additional footage.
400|Seihou Bukyou Outlaw Star|Gene Starwind has always dreamed of piloting his own ship out into the vast sea of stars. Unfortunately, not all dreams come true, as he spends his days working odd jobs alongside his partner, James Hawking, on the small planet Sentinel III instead. However, this all takes a turn when the duo takes on a job from Rachel Sweet who, unbeknownst to them, is actually a treasure-hunting outlaw. Tasked with protecting a mysterious girl known as Melfina, the meeting irrevocably changes the pair's lives as they are sent out into the great unknown aboard the highly advanced ship, Outlaw Star.
401|Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen|Kaoru goes to the harbor every day to see if Kenshin has returned. After a while, she starts looking back at her life with Kenshin and all the things that have happened.
4015|School Rumble San Gakki|A short 2 episodes attempt to conclude the series. Karasuma goes to America after then end of the third term. Will Harima finally confess? What will happen with Tenma and Karasuma?
4028|Slayers Revolution|Having lost the Sword of Light in the previous battle, Lina and Gourry continue their journey in search of a replacement weapon. On the way, the two of them meet up with Amelia and Zelgadis in the kingdom of Luvinagard while taunting some pirates. Lina is happy to reunite with her old friends, but appearing before her is Luvinagard's Inspector of the Special Investigative Unit; a man called Wizer. However, Lina is amazed at his unusual behavior...
4037|Cowboy Bebop: Yose Atsume Blues|Due to the violence portrayed in the Cowboy Bebop world and violence in Japanese schools, the series was briefly cancelled and an extra session was created as a final episode to the first thirteen episodes aired. Called "Session XX: Mish-Mash Blues," a compilation of clips from previous episodes, it aired on June 26, 1998 on TV Tokyo. The episode was never released on DVD. In it, the characters provide a philosophical commentary and end with the words: This Is Not The End. You Will See The Real "Cowboy Bebop" Someday!
390|Suzuka|Yamato Akitsuki travels to Tokyo alone to study in one of the high schools located within the area. He lives in with his aunt who operates a public bath solely for the ladies in the local district and begins his normal high-school life. One day, he chances upon a girl in school and is immediately mesmerized by her beauty. He is shocked when he realizes later that the girl, Suzuka, is actually living next door to him. From then on, Yamato's ordinary life begins to change little by little.
3785|Evangelion: 3.0 You Can (Not) Redo|14 years after third impact, Ikari Shinji awakens to a world he does not remember. He hasn't aged. Much of Earth is laid in ruins, Nerv has been dismantled, and people who he once protected have turned against him. Befriending the enigmatic Nagisa Kaworu, Shinji continues the fight against the angels and realizes the fighting is far from over, even when it could be against his former allies. The characters' struggles continue amidst the battles against the angels and each other, spiraling down to what could inevitably be the end of the world.
379|Heppoko Jikken Animation Excel¿¿¿Saga|Hyperactive Excel does anything and everything to try to please her lord, Il Palazzo, who wants to take over the planet. Excel's misadventures takes her and her partner, the ever-dying Hyatt, all over the world, meeting several strange people as they go. Everything is bizarre and goofy, as any kind of anime or entertainment genre gets mocked and spoofed.
3791|Air Gear Special|Takes part a while after Ikki accepts Simca's offer to become the new leader of Genesis. Shows the Battle between Kogarasumaru and Potemkine. The episode takes place between episodes 21 and 22 of the main series.
3674|Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu|A special summary episode of the first season of Sayonara Zetsubou Sensei, focusing on seven of the girls: Komori Kiri, Matoi Tsunetsuki, Kobushi Abiru, Kimura Kaere, Kitsu Chiri, Sekiuchi "Maria" Tarou and Hitou Nami.
3701|Kaiba|It is now possible to store memory data, so that the death of your body is not actually "death." As memories are stored in databanks, they can be "transferred" to new bodies. Because so-called "memory trading" now occurs, it is now possible to steal memories and illegally alter them.
355|Shakugan no Shana|The world has become a slaughtering ground for the Crimson Denizens, mysterious beings from a parallel universe who thrive on the life energy of humans. These merciless murderers only leave behind scant remainders of souls called "Torches," which are mere residues that will eventually be destroyed, along with the very fact of the victims' existence from the minds of the living. In an ambitious endeavor to put an end to this invisible, hungry massacre, warriors called Flame Hazes relentlessly fight these monsters.
356|Fate/stay night|Rescued from a hellish inferno as a child and taught the art of magecraft by Kiritsugu Emiya, Shirou Emiya idolized his adoptive father. After his father's untimely death, Shirou vowed to follow in his footsteps and fight for the good of the world.
3568|Ganbarist! Shun|First-year high school student Fujimaki Shun has a dream of becoming an olympic gold medalist as a gymnast. Having no previous training, Shun trusts his passion, boldly joins the gymnastics club, and sets out to pursue his goal.
3572|Macross F|In a futuristic universe, humanity waged war against a race of giants known as Zentradi. Facing extinction at hands of their foes, humanity escaped to the stars. In 2059 A.D., the 25th Giant Immigration fleet, also known as the Macross Frontier, undergoes its journey towards the center of the galaxy.
3577|Kyouran Kazoku Nikki|Midarezaki Ouka is used to having strange things happen to him -after all, he is the head of the Great Japanese Empire Paranormal Phenomena Bureau of Measures. But when he catches a small cat girl in the shopping district stealing apples, his whole life rearranges to fit a new operation...
386|H2|Hiro has two loves: baseball and porn, but due to an elbow injury, gives up baseball, choosing a school with no baseball team. His childhood friend Hikari attends a different school with baseball ace Hideo. The two of them wish that Hiro had not given up baseball. Hiro joins the soccer team and meets Haruka, a very clumsy girl who is also the daughter of his father's boss. Haruka is the manager of the unofficial baseball club at Hiro's school. When the soccer team challenges the baseball club to a game, with hopes of humiliating them, the baseball club nearly loses until Hiro, disgusted by the soccer team's arrogance, switches to the baseball club.
3861|Shaman King Specials|Throughout the broadcast of Shaman King, many shorts (usually referred to as Shaman King omake and TV specials) were made on special days of the year related to spirits and the like. The omake were short stories that were made for humorous effect. Apparently, all of the omake fit into the story before the Shaman Fight 2nd round. Documents of the Shaman Fight was shown with a New Year's omake as well. The TV Specials were aired after specific points of the story as well as on holidays. The specials were never dubbed in English, and, most likely, never will be.
387|Haibane Renmei|A dream of falling from the sky... and then birth. Rakka is born from a large cocoon into the Old Home, greeted by a group of females with small wings on their backs and shining halos above their heads. Soon Rakka's own wings grow, a halo is placed on her head and she is told that she must work in the nearby town of Grie. She soon realizes that the town and the entire world they live in are confined behind the Wall, a tall, impenetrable wall that none except the mysterious Toga are allowed to exit.
388|Capeta|Taira Kappeita, or Capeta, was a 4th grader boy. He had lost his mother when he had been very little. Although he pretended to be tough in front of his father, actually he felt lonely. One day, his father brought junk parts home from his workplace and made a racing cart. Soon, they went to a circuit to drive the cart. However, Capeta found that its frame was bent and it could hardly run straight. But, with his technique he managed the cart. Furthermore, he followed soon after the fast cart and he could nearly leave it behind. The driver in the cart was Minamoto Naomi, the champion of the East Japan Junior Cart. Looking at their chase, Naomi's mother, Minamoto Nanako, advised Capeta to take part in the official race.
389|Karas|The world of the humans and the world of the demons (youkai) have overlapped one another, leaving humans to walk the streets of life as they normally would, while demons walk, hidden from the naked eye, down the very same streets. A seemingly young woman named Yurine and her servant, the Karas (from the Japanese word for "Crow"), have long maintained order and balance between the overlapped worlds, ultimately keeping the demons from interrupting the lives of humans. However, humans have come to forget and jest at the existence of demons, and no longer understand the privilege it is to live without fear. Disgusted by this arrogance, an old Karas turns his back on the laws he had once upheld, and in his human form, named Eko, he creates an army of Mikura, or mechanized demons, to ready an attack on the human race.
2113|Tenkuu Senki Shurato|A 16-year-old boy named Shurato and his friend Gai happen to be drawn into a gigantic ball of light while competing in the final match of a martial arts tournament. When they regain their senses, they find themselves transferred to a mystic heavenly sphere with a divine atmosphere. It's soon discovered that Shurato used to be the governing king of this world and that he has only been brought to his original state. Shurato is shocked as Gai suddenly turns hostile. After this unfortunate incident, a spectacular yet fantastic drama develops involving the two.
21185|Baby Steps|Diligent and methodical honor student Eiichirou Maruo decides to exercise more during the little free time he has available because he is worried about his health. For this reason, after seeing a flyer, he joins the Southern Tennis Club at the beginning of his freshman year.
2125|Yuu¿¿¿Yuu¿¿¿Hakusho: Eizou Hakusho|These are two recap specials that focus on Team Urameshi's matches in the Dark Tournament, with a few character songs playing in the background.
2126|Yuu¿¿¿Yuu¿¿¿Hakusho: Eizou Hakusho II|Eizou Hakusho II actually consists of four separate volumes. Each volume focuses around one of the main characters; Yusuke, Kurama, Hiei, or Kuwabara. Each episode is basically recap about the specific character's involvement in the series.
25157|Trinity Seven|¿¿¿Awaken now, Kasuga Arata.¿¿ With those words, Arata¿¿s uneventful, carefree life ends forever. A black shadow covers the sun and Arata¿¿s entire town is reduced to rubble, all the people in it spirited away by the blackness of the sun in an event called a "breakdown phenomenon". As Arata¿¿s memories come flooding back, he realizes he¿¿s been living inside an illusion created by a powerful book of spells.
25161|One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai|The special takes place during the two year before the Straw Hats reunite on Sabaody. Luffy is currently in Rusukaina training to get stronger to take on the New World. However the training is interrupted when Hancock's sisters, Marigold and Sandersonia, are kidnapped by the Byrnndi World, a pirate who was locked away on Level 6 of Impel Down but escaped during Luffy's invasion to save Ace, in order to lure Hancock to him and use her as a hostage against the World Government due to her Shichibukai status. Thus Luffy and Hancock head off to confront him and save Hancock's sisters.
2518|Masuda Kousuke Gekijou Gag Manga Biyori 2|Gyagu Manga Biyori is hyperactive, random, and nonsensical, revolving around various plots and characters throughout the series. It makes absolutely no sense. The 1st episode is about stickers included in snacks
25183|Gangsta.|Nicholas Brown and Worick Arcangelo, known in the city of Ergastalum as the "Handymen," are mercenaries for hire who take on jobs no one else can handle. Contracted by powerful mob syndicates and police alike, the Handymen have to be ready and willing for anything. After completing the order of killing a local pimp, the Handymen add Alex Benedetto¿¿¿a prostitute also designated for elimination¿¿¿to their ranks to protect her from forces that want her gone from the decrepit hellhole of a city she has come to call home. However, this criminal¿¿s paradise is undergoing a profound period of change that threatens to corrode the delicate balance of power.
253|Jungle wa Itsumo Hare nochi Guu|Har¿ was a happy boy living out his days in the jungle with his mother, but then one day Guu showed up and became a member of their household. Throughout the series he faces many hardships as he tries to keep Guu out of trouble in the jungle.
3727|Doraemon Movie 01: Nobita no Kyouryuu|Nobita finds a fossilized dinosaur egg by accident, and with the help of Doraemon's tools, they hatched the egg and began raising the dinosaur. Knowing that they can't keep the dinosaur forever, Nobita was forced to send it back to prehistoric times where a group of hunters from the future threatens to endanger the dinosaurs. Determined to save the dinosaurs from the claws of the hunters, Doraemon and the gang returns to the past and sets out in a prehistoric adventure.
3731|Itazura na Kiss|When her newly-built home is razed to the ground by an earthquake, low-achieving, clumsy, and troublesome third-year high school student Kotoko Aihara is forced to share a roof with the school's¿¿¿and possibly Japan's¿¿¿smartest student, Naoki Irie. Kotoko is not actually a complete stranger to Irie-kun; unfortunately, a single love letter that she tried to give him in the past has already sealed her fate as far as he is concerned. Throw in some quirky friends and a meddlesome mother, and Kotoko might not even have a snowball's chance in hell of winning the older Irie boy's heart. Yet Kotoko remains optimistic that, because she now lives in his house, her unattainable crush on the genius since the beginning of high school has never been more within reach.
3744|Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen|Shin-chan and his family travel to Samurai's Era by accident and try to save the Princess' city by helping in the war.
3750|Maria-sama ga Miteru 4th|Yumi and the Yamayuri Council have found two new helpers in Kanako and Toko. Unfortunately, their assistance comes with tension, as neither girl is particularly fond of the other and both seem likely candidates to be Yumi's petite soeur. Will either be a good fit for Yumi? As the school year marches on, the work for the Yamayuri Council piles up, and pressure begins to mount for Yumi to make her final decision.
3782|Kara no Kyoukai 2: Satsujin Kousatsu (Zen)|March 1995: Mikiya Kokutou meets a girl who has a mysterious gaze and falls in love with her. That April, he's reunited with her at his high school entrance ceremony. The girl's name is Shiki Ryougi. Meanwhile, the city has been rattled by a series of bizarre murders. There are no known links between victims, and the motive is unclear. An astonishing secret awaits Mikiya, but he doesn't find out until three years later...
3783|Kara no Kyoukai 3: Tsuukaku Zanryuu|July 1998: One night, Mikiya helps a girl lying doubled over with stomach pains. Around that time, a number of dismembered bodies are found throughout the city. The murder victims are torn apart so badly that they don't seem like the work of a human.
3784|Evangelion: 2.0 You Can (Not) Advance|When the threat of the Angel menace escalates, mankind's defense force is pushed to its limits, with Nerv at the forefront of the struggle. Shinji Ikari and his partner Rei Ayanami are assisted by two new pilots: the fiery Asuka Langley and the mysterious Mari Makinami.
208|R.O.D OVA|Yomiko Readman is a lovable, near-sighted bibliomaniac working as a substitute teacher at a Japanese high school. Her real identity, however, is that of a secret agent for the British Library Special Operations Division. Her codename: "The Paper." The moniker denotes her supernatural ability to freely manipulate paper into any object she can imagine, including tools and weapons in her fight against the powerful and self-serving IJIN (Great Historical Figure) Army! Along with her partner, the enigmatic "Ms. Deep," Yomiko travels across the world in attempt to solve the mystery behind the reincarnation of historical figures and their attempt to control the world.
